dataTime,locType,longitude,latitude,heading,accuracy,speed,distance,isBackForeground,stepType,altitude
1751153699,1,116.351525,39.963610,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751153729,1,116.354687,39.963694,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751153759,1,116.354857,39.965779,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751153789,1,116.357796,39.966083,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751153819,1,116.360800,39.966058,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751153849,1,116.362764,39.966071,0.000000,0.000000,6.600000,0.000000,0,0,42.890198
1751153879,1,116.363871,39.966145,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751153909,1,116.366884,39.966251,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751153939,1,116.370563,39.966423,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751153971,1,116.374771,39.966575,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751154001,1,116.378067,39.966621,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751154031,1,116.381406,39.966684,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751154061,1,116.384851,39.966773,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751154091,1,116.388884,39.966944,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751154151,1,116.388606,39.968909,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751154181,1,116.388409,39.971838,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751154211,1,116.388238,39.974802,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751154241,1,116.388521,39.975875,0.000000,0.000000,6.190000,0.000000,0,0,38.766174
1751154271,1,116.388619,39.977864,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751154301,1,116.388858,39.979813,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751154361,1,116.389706,39.979808,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751163673,1,116.388742,39.979876,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751163703,1,116.388471,39.980850,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751163763,1,116.387628,39.981122,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751163793,1,116.386961,39.980310,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751163823,1,116.387039,39.978913,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751163853,1,116.387138,39.977552,0.000000,0.000000,5.310000,0.000000,0,0,37.945862
1751163883,1,116.387229,39.976231,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751163913,1,116.387450,39.975766,0.000000,0.000000,0.000000,0.000000,0,0,39.647156
1751164003,1,116.387689,39.975398,0.000000,0.000000,4.930000,0.000000,0,0,40.202209
1751164033,1,116.387832,39.973991,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751164063,1,116.387902,39.972453,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751164093,1,116.388002,39.970854,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751164123,1,116.388086,39.969203,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751164153,1,116.387763,39.967790,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751164183,1,116.385828,39.967408,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751164213,1,116.383747,39.967248,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751164243,1,116.381546,39.967195,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751164273,1,116.379383,39.967183,0.000000,0.000000,6.810000,0.000000,0,0,44.230347
1751164303,1,116.377164,39.967189,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751164333,1,116.375071,39.967039,0.000000,0.000000,6.790000,0.000000,0,0,41.390625
1751164363,1,116.372418,39.966968,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751164393,1,116.369902,39.966942,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751164423,1,116.367407,39.966886,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751164453,1,116.365028,39.966906,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751164483,1,116.364308,39.966841,0.000000,0.000000,0.000000,0.000000,0,0,45.127502
1751164513,1,116.362366,39.966733,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751164543,1,116.359991,39.966678,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751164573,1,116.357636,39.966648,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751164603,1,116.354902,39.966655,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751164633,1,116.353378,39.966409,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751164663,1,116.352630,39.966082,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751164693,1,116.354103,39.966129,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751164723,1,116.354691,39.965223,0.000000,0.000000,4.720000,0.000000,0,0,42.212402
1751164753,1,116.354701,39.963836,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751164783,1,116.354796,39.962237,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751164813,1,116.354722,39.961076,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751164843,1,116.353239,39.961004,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751164873,1,116.351238,39.960942,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751164903,1,116.350159,39.960908,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751164993,1,116.350060,39.962005,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751165023,1,116.350002,39.962938,0.000000,0.000000,4.590000,0.000000,0,0,58.677246
1751165562,1,116.349250,39.962957,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751165575,1,116.349839,39.963140,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751165605,1,116.350946,39.962880,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751165635,1,116.351406,39.962677,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751165665,1,116.351003,39.961044,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751165695,1,116.349810,39.960916,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751165815,1,116.349287,39.960222,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751165875,1,116.349760,39.959346,0.000000,0.000000,4.360000,0.000000,0,0,43.860596
1751165905,1,116.351117,39.958913,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751165935,1,116.351163,39.957831,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751165965,1,116.351651,39.957061,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751165995,1,116.350892,39.956751,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751166025,1,116.349234,39.956809,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751166085,1,116.348064,39.956889,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751166115,1,116.345880,39.956868,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751166145,1,116.343110,39.956933,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751166175,1,116.340767,39.956966,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751166205,1,116.339721,39.957727,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751166235,1,116.338768,39.959474,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751166265,1,116.337213,39.961000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751166295,1,116.335892,39.962019,0.000000,0.000000,6.660000,0.000000,0,0,42.186951
1751166325,1,116.334462,39.963098,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751166355,1,116.334413,39.962553,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751166784,1,116.333445,39.962651,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751170679,1,116.334454,39.962602,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751170859,1,116.334121,39.963208,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751170889,1,116.333396,39.964707,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751170919,1,116.333266,39.966040,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751170949,1,116.335048,39.966083,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751170979,1,116.337394,39.966091,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751171009,1,116.339960,39.966115,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751171039,1,116.342399,39.966122,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751171069,1,116.345161,39.966162,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751171099,1,116.347909,39.966188,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751171129,1,116.350725,39.966133,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751171159,1,116.353609,39.966148,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751171189,1,116.354718,39.965065,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751171219,1,116.354701,39.963865,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751171249,1,116.352764,39.963741,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751171279,1,116.350860,39.963584,0.000000,0.000000,0.940000,0.000000,0,0,41.628052
1751171459,1,116.350875,39.963026,0.000000,0.000000,3.750000,0.000000,0,0,54.831299
1751171489,1,116.350290,39.962390,0.000000,0.000000,2.970000,0.000000,0,0,44.902649
1751171579,1,116.350097,39.961587,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751171609,1,116.349716,39.960951,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751171639,1,116.350258,39.960897,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751171669,1,116.351055,39.961500,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751171699,1,116.351407,39.962551,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751172732,1,116.351380,39.962936,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751172762,1,116.350926,39.963114,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751172792,1,116.351038,39.963557,0.000000,0.000000,0.760000,0.000000,0,0,46.540527
1751172942,1,116.350819,39.963114,0.000000,0.000000,0.350000,0.000000,0,0,59.517822
1751173062,1,116.350393,39.963272,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751173370,1,116.349243,39.963266,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751173760,1,116.349710,39.963305,0.000000,0.000000,0.000000,0.000000,0,0,93.616028
1751174714,1,116.350465,39.963318,0.000000,0.000000,0.000000,0.000000,0,0,79.249207
1751177038,1,116.349997,39.963190,0.000000,0.000000,0.000000,0.000000,0,0,58.360229
1751177603,1,116.349255,39.963218,0.000000,0.000000,0.000000,0.000000,0,0,69.033752
1751181002,1,116.349711,39.963303,0.000000,0.000000,0.000000,0.000000,0,0,66.891724
1751183144,1,116.349176,39.963212,0.000000,0.000000,0.430000,0.000000,0,0,115.704102
1751184316,1,116.349653,39.963321,0.000000,0.000000,0.000000,0.000000,0,0,89.390503
1751191528,1,116.350179,39.963167,0.000000,0.000000,0.180000,0.000000,0,0,66.872681
1751191588,1,116.350647,39.963292,0.000000,0.000000,0.000000,0.000000,0,0,91.220642
1751191735,1,116.349863,39.963122,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751191766,1,116.350444,39.963120,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751191796,1,116.350885,39.963472,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751191946,1,116.350911,39.962366,0.000000,0.000000,9.040000,0.000000,0,0,50.743652
1751191976,1,116.350964,39.960367,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751192042,1,116.349917,39.960473,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751193102,1,116.350000,39.960113,0.000000,0.000000,0.550000,0.000000,0,0,63.890869
1751193247,1,116.349914,39.960494,0.000000,0.000000,0.580000,0.000000,0,0,55.288086
1751195505,1,116.351088,39.960982,0.000000,0.000000,5.770000,0.000000,0,0,46.588623
1751195535,1,116.350857,39.962432,0.000000,0.000000,3.500000,0.000000,0,0,43.137390
1751195565,1,116.350007,39.962471,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751195746,1,116.350941,39.961886,0.000000,0.000000,3.100000,0.000000,0,0,53.395447
1751195776,1,116.350970,39.960411,0.000000,0.000000,3.490000,0.000000,0,0,47.038513
1751195806,1,116.350224,39.960342,0.000000,0.000000,0.000000,0.000000,0,0,52.584351
1751196136,1,116.349813,39.960632,0.000000,0.000000,0.000000,0.000000,0,0,42.600586
1751199140,1,116.350216,39.960366,0.000000,0.000000,0.000000,0.000000,0,0,43.672546
1751199200,1,116.351095,39.960537,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751199230,1,116.351002,39.962000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751199260,1,116.350796,39.962838,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751199320,1,116.350968,39.961877,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751199350,1,116.352096,39.960941,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751199380,1,116.354608,39.960978,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751199410,1,116.354957,39.959096,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751199440,1,116.355048,39.956536,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751199470,1,116.357311,39.956516,0.000000,0.000000,8.540000,0.000000,0,0,44.010193
1751199500,1,116.360009,39.956490,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751199530,1,116.362479,39.956481,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751199560,1,116.364557,39.956474,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751199590,1,116.364787,39.955257,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751199620,1,116.364931,39.953885,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751199650,1,116.365076,39.952065,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751199680,1,116.365069,39.951534,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751199880,1,116.364355,39.951730,0.000000,0.000000,0.000000,0.000000,0,0,57.232117
1751209236,1,116.365032,39.951434,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751209266,1,116.363188,39.951395,0.000000,0.000000,8.060000,0.000000,0,0,48.153992
1751209296,1,116.361746,39.951299,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751209326,1,116.359997,39.951233,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751209356,1,116.358068,39.951153,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751209386,1,116.356054,39.951089,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751209416,1,116.355365,39.952160,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751209446,1,116.355316,39.953595,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751209476,1,116.355337,39.954064,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751209506,1,116.355277,39.954719,0.000000,0.000000,3.320000,0.000000,0,0,48.707642
1751209536,1,116.355234,39.955959,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751209566,1,116.355235,39.956984,0.000000,0.000000,3.550000,0.000000,0,0,46.739807
1751209596,1,116.355148,39.958100,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751209626,1,116.355113,39.959333,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751209656,1,116.355059,39.960539,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751209686,1,116.354341,39.961085,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
1751209716,1,116.353002,39.961008,0.000000,0.000000,3.740000,0.000000,0,0,45.847351
1751209746,1,116.351806,39.960981,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
